,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,distance_to_nearest_stn
581,Manhattan,Hell's Kitchen,40.75867,-73.98921,Entire home/apt,175,4,17,1,129,0.1576122313320437
585,Manhattan,SoHo,40.72172,-74.00175,Entire home/apt,499,6,36,1,348,0.24353854613925435
589,Manhattan,Gramercy,40.73834,-73.9823,Entire home/apt,135,1,5,1,0,0.40062142372703075
591,Manhattan,Lower East Side,40.718759999999996,-73.98850999999999,Entire home/apt,149,2,276,1,348,0.03732650445258943
594,Manhattan,West Village,40.73066,-74.00287,Entire home/apt,700,4,154,3,344,0.2738152678758401
595,Manhattan,West Village,40.73291,-74.00059,Entire home/apt,246,4,6,1,0,0.06402481401554093
596,Manhattan,Washington Heights,40.85099,-73.92822,Private room,125,60,4,1,364,0.4809218730754678
597,Manhattan,Upper West Side,40.789640000000006,-73.98204,Entire home/apt,130,7,44,2,169,0.5036868578926583
601,Manhattan,Chinatown,40.71582,-73.99902,Entire home/apt,119,1,49,1,0,0.2628400629389419
602,Manhattan,Harlem,40.81068,-73.94288,Private room,125,1,11,2,365,0.3927675923751161
603,Manhattan,Harlem,40.81122,-73.94279,Entire home/apt,400,5,0,2,365,0.3751052059002393
604,Manhattan,Greenwich Village,40.73129,-73.99944,Entire home/apt,850,3,127,1,295,0.1465834773677893
606,Manhattan,Upper West Side,40.785579999999996,-73.9726,Private room,140,2,203,1,364,0.3125960346289315
607,Manhattan,East Harlem,40.79493,-73.94462,Entire home/apt,200,3,49,2,0,0.03278674409280686
614,Manhattan,Upper West Side,40.797709999999995,-73.96323000000001,Entire home/apt,185,2,22,1,173,0.2339851655010498
615,Manhattan,Harlem,40.81512,-73.94691999999999,Private room,81,2,72,1,0,0.31413352079620555
631,Manhattan,Nolita,40.720040000000004,-73.99424,Entire home/apt,495,7,26,1,364,0.038266444428471776
637,Manhattan,West Village,40.74031,-74.00532,Entire home/apt,375,4,46,1,32,0.2390463387635692
638,Manhattan,Chelsea,40.746179999999995,-74.00392,Entire home/apt,195,365,10,1,0,0.4974558316886116
639,Manhattan,Harlem,40.81872,-73.94566999999999,Private room,58,1,143,1,0,0.1904982248640492
642,Manhattan,Chinatown,40.71549,-73.9935,Entire home/apt,130,3,4,1,0,0.30912155664352775
644,Manhattan,Upper East Side,40.76928,-73.95021,Entire home/apt,189,1,329,1,365,0.6955471828667953
646,Manhattan,West Village,40.72953,-74.00461999999999,Entire home/apt,145,7,11,1,0,0.1554194909720251
647,Manhattan,Financial District,40.70523,-74.01345,Private room,68,1,64,1,75,0.06931531645271567
648,Manhattan,Chelsea,40.74025,-74.00161,Private room,95,5,20,1,0,0.0717234482792793
649,Manhattan,West Village,40.733779999999996,-74.00429,Entire home/apt,375,7,8,1,0,0.12348522425038261
650,Manhattan,Lower East Side,40.72087,-73.99022,Entire home/apt,153,30,65,1,177,0.28218253149326084
652,Manhattan,Lower East Side,40.7193,-73.98966,Private room,80,5,11,1,364,0.1513828219138564
653,Manhattan,West Village,40.73312,-74.0042,Entire home/apt,300,3,179,3,306,0.11433761274523604
655,Manhattan,East Village,40.72534,-73.98591,Private room,35,1,71,3,21,0.40264541809126486
656,Manhattan,Harlem,40.821509999999996,-73.94516,Entire home/apt,155,1,1,1,83,0.3720900312651111
657,Manhattan,Chelsea,40.74543,-73.99929,Private room,250,1,3,1,365,0.11799056019126311
660,Manhattan,Upper West Side,40.79433,-73.9765,Entire home/apt,125,3,139,1,177,0.35546623868408544
663,Manhattan,Theater District,40.762170000000005,-73.98411,Entire home/apt,200,5,8,1,0,0.053804244587775385
664,Manhattan,Upper East Side,40.76128,-73.96463,Entire home/apt,485,7,11,1,0,0.2696755947233428
665,Manhattan,Nolita,40.72319,-73.99436999999999,Entire home/apt,350,5,5,2,264,0.2540764965846726
666,Manhattan,Upper West Side,40.78448,-73.97289,Entire home/apt,109,30,37,5,365,0.3441934400322345
667,Manhattan,Upper West Side,40.78304,-73.97447,Entire home/apt,167,30,19,5,343,0.2653862104513809
668,Manhattan,Chelsea,40.74139,-74.0005,Entire home/apt,220,4,0,1,0,0.11466757306717544
669,Manhattan,Lower East Side,40.71992,-73.98773,Entire home/apt,210,4,73,1,365,0.14893924676319903
670,Manhattan,Chelsea,40.74132,-73.99721,Entire home/apt,175,28,36,1,54,0.0639049605744341
674,Manhattan,East Harlem,40.791109999999996,-73.94466,Private room,99,3,34,2,179,0.24449094955136752
675,Manhattan,Upper West Side,40.77991,-73.98496999999999,Entire home/apt,279,123,6,1,362,0.3005205269933343
676,Manhattan,Harlem,40.79951,-73.95257,Entire home/apt,130,2,35,1,84,0.07948670827428381
678,Manhattan,Chelsea,40.75114,-74.00195,Entire home/apt,350,3,71,1,0,0.5266058865967237
685,Manhattan,East Village,40.724540000000005,-73.99150999999999,Entire home/apt,250,3,30,1,105,0.18332729951514615
690,Manhattan,Midtown,40.75282,-73.97315,Entire home/apt,125,365,19,1,365,0.2887877923216252
691,Manhattan,Washington Heights,40.85774,-73.92900999999999,Entire home/apt,65,85,21,1,358,0.28134290305396303
692,Manhattan,East Village,40.722570000000005,-73.98465,Entire home/apt,299,3,50,1,365,0.4562178602376359
696,Manhattan,West Village,40.73301,-74.00268,Entire home/apt,1300,5,29,3,294,0.0495753998721885
697,Manhattan,Harlem,40.80285,-73.95166,Private room,99,2,74,1,89,0.1909539646975677
700,Manhattan,Upper East Side,40.77368,-73.95198,Entire home/apt,110,15,1,1,342,0.46791351794588504
705,Manhattan,Morningside Heights,40.80451,-73.9645,Entire home/apt,90,3,3,1,0,0.20702480777516757
707,Manhattan,East Harlem,40.7928,-73.93966999999999,Private room,57,3,230,1,365,0.45846290076751955
709,Manhattan,West Village,40.73729,-74.00806999999999,Entire home/apt,250,30,7,1,83,0.5398795984960911
713,Manhattan,West Village,40.73879,-74.00425,Entire home/apt,200,27,1,1,0,0.1787689573757483
714,Manhattan,Harlem,40.806709999999995,-73.95082,Private room,130,1,127,1,343,0.38735955078286105
715,Manhattan,Chinatown,40.71601,-73.99123,Entire home/apt,90,3,110,1,160,0.27005265981236565
720,Manhattan,East Village,40.7241,-73.97899,Entire home/apt,170,4,25,2,100,0.7929770067829423
721,Manhattan,Chelsea,40.74388,-73.99923000000001,Entire home/apt,500,2,80,1,199,0.24637942704509005
722,Manhattan,Hell's Kitchen,40.76001,-73.99133,Entire home/apt,175,2,10,1,0,0.3288963322803635
724,Manhattan,West Village,40.73362,-74.00923,Entire home/apt,240,5,101,1,161,0.5346603628566517
725,Manhattan,SoHo,40.72697,-74.00062,Entire home/apt,299,1,19,1,364,0.276114964362134
727,Manhattan,Harlem,40.80748,-73.95589,Private room,75,2,101,1,0,0.27923466139444264
728,Manhattan,Hell's Kitchen,40.76147,-73.99152,Entire home/apt,165,2,73,1,0,0.48009686252871375
732,Manhattan,Little Italy,40.71886,-73.99741,Private room,109,3,55,1,115,0.22638827936119246
733,Manhattan,Little Italy,40.7187,-73.99804,Entire home/apt,140,3,3,1,365,0.1704244419668581
734,Manhattan,East Village,40.72948,-73.98694,Entire home/apt,179,8,15,1,0,0.3546685715829549
736,Manhattan,West Village,40.72891,-74.00293,Entire home/apt,450,20,157,1,0,0.21849598203974763
737,Manhattan,SoHo,40.7253,-73.99916,Entire home/apt,249,5,8,1,0,0.16370615568105706
743,Manhattan,West Village,40.73908,-74.00378,Private room,90,3,237,1,277,0.1276667630817295
744,Manhattan,Hell's Kitchen,40.7625,-73.9869,Entire home/apt,199,3,6,2,191,0.07749801526537053
747,Manhattan,Harlem,40.804970000000004,-73.95146,Entire home/apt,110,1,0,1,0,0.28903960627025493
752,Manhattan,Upper West Side,40.776109999999996,-73.97808,Entire home/apt,150,7,105,1,23,0.15218088680629727
759,Manhattan,Upper West Side,40.7909,-73.96762,Entire home/apt,300,5,45,1,108,0.2601783898893059
765,Manhattan,East Harlem,40.80093,-73.94299000000001,Private room,75,6,0,1,365,0.28056843661851205
768,Manhattan,Upper East Side,40.77272,-73.95307,Private room,190,3,0,2,0,0.5830438784352601
772,Manhattan,Harlem,40.80688,-73.94754,Entire home/apt,250,30,3,3,329,0.19797976358027716
773,Manhattan,Upper East Side,40.77089,-73.95817,Private room,60,30,1,1,365,0.23319254160134203
774,Manhattan,East Harlem,40.7968,-73.93611,Entire home/apt,150,7,12,1,88,0.5071910958140144
775,Manhattan,Upper West Side,40.780120000000004,-73.98439,Entire home/apt,250,1,10,1,32,0.2756839057281845
779,Manhattan,Harlem,40.82286,-73.94596,Private room,75,3,34,2,365,0.25932309943392684
781,Manhattan,Upper West Side,40.78443,-73.97399,Entire home/apt,109,30,20,5,329,0.36752317926658534
785,Manhattan,East Village,40.73216,-73.98678000000001,Private room,89,3,151,1,336,0.0945715312650007
789,Manhattan,Harlem,40.80343,-73.9531,Private room,110,3,56,1,331,0.23746499576039692
792,Manhattan,Harlem,40.8076,-73.94433000000001,Entire home/apt,135,30,27,1,364,0.09977836641721925
794,Manhattan,Gramercy,40.73294,-73.98281999999999,Entire home/apt,245,5,18,1,0,0.24254373149989522
795,Manhattan,Washington Heights,40.834559999999996,-73.9457,Entire home/apt,135,7,21,1,90,0.0893836470055062
796,Manhattan,Battery Park City,40.7085,-74.01795,Private room,150,1,0,1,365,0.36879736508567534
799,Manhattan,West Village,40.73887,-74.00341999999999,Private room,120,2,78,1,0,0.12329990970878987
801,Manhattan,Upper West Side,40.77892,-73.98238,Entire home/apt,499,30,64,1,180,0.06234876382869006
803,Manhattan,Upper East Side,40.7761,-73.95265,Entire home/apt,219,4,112,2,323,0.21181289295346575
804,Manhattan,SoHo,40.725970000000004,-74.00305999999999,Entire home/apt,218,3,25,1,365,0.06407096416191936
805,Manhattan,Upper East Side,40.77471,-73.95574,Entire home/apt,159,2,37,1,0,0.3693943328637447
807,Manhattan,East Village,40.725,-73.98850999999999,Entire home/apt,150,5,1,1,0,0.214582352817997
808,Manhattan,Kips Bay,40.740159999999996,-73.97665,Entire home/apt,106,1,38,1,229,0.7197260701610411
809,Manhattan,Midtown,40.75023,-73.98293000000001,Entire home/apt,299,10,29,1,0,0.4070530999771765
812,Manhattan,Chinatown,40.71638,-73.99167,Entire home/apt,250,5,15,1,363,0.2736541742467749
813,Manhattan,Inwood,40.86658,-73.92558000000001,Private room,87,7,60,2,0,0.1869456536345419
815,Manhattan,Hell's Kitchen,40.76186,-73.99165,Private room,75,3,146,3,356,0.4829758699849579
817,Manhattan,Harlem,40.82772,-73.93876999999999,Private room,80,1,26,1,363,0.2723301620694249
821,Manhattan,Harlem,40.803000000000004,-73.95278,Private room,125,3,223,1,10,0.284456761947421
822,Manhattan,Upper West Side,40.79526,-73.9655,Entire home/apt,387,1,24,1,0,0.35373933005936353
823,Manhattan,Hell's Kitchen,40.75763,-73.99481999999999,Private room,95,1,77,3,158,0.43087810510009367
824,Manhattan,Upper West Side,40.77577,-73.98258,Entire home/apt,99,2,36,1,0,0.26063417059484945
825,Manhattan,Upper East Side,40.776309999999995,-73.95289,Entire home/apt,121,1,16,2,365,0.19873263295734403
826,Manhattan,Harlem,40.811690000000006,-73.94355,Private room,75,2,88,2,179,0.3667642095153319
827,Manhattan,Hell's Kitchen,40.75773,-73.99341,Entire home/apt,95,2,130,3,154,0.3138456222263604
828,Manhattan,West Village,40.73104,-74.00879,Private room,195,1,7,1,365,0.42372343389235306
829,Manhattan,Flatiron District,40.74253,-73.9916,Private room,160,21,0,1,0,0.11013047208858669
830,Manhattan,Hell's Kitchen,40.75535,-73.99565,Private room,75,28,57,3,0,0.38998667402410253
832,Manhattan,Lower East Side,40.717420000000004,-73.98313,Entire home/apt,135,60,3,1,123,0.3772390134482303
837,Manhattan,Chelsea,40.74964,-73.99158,Entire home/apt,265,4,90,1,364,0.09261022055559823
839,Manhattan,Chinatown,40.71515,-73.99029,Entire home/apt,129,3,159,1,177,0.15966081234399407
840,Manhattan,East Village,40.729859999999995,-73.97913,Entire home/apt,199,3,45,1,40,0.24344033282641223
842,Manhattan,Midtown,40.75407,-73.96713000000001,Entire home/apt,125,5,29,1,331,0.4194530246300838
844,Manhattan,Upper East Side,40.77584,-73.9502,Shared room,115,30,12,1,0,0.2642428920202972
847,Manhattan,SoHo,40.72444,-74.00368,Private room,80,1,26,1,365,0.1985064437859495
851,Manhattan,East Village,40.72899,-73.97792,Entire home/apt,549,2,82,1,0,0.38162835255433647
852,Manhattan,West Village,40.73124,-74.00605,Entire home/apt,165,31,2,1,89,0.33690206033521414
856,Manhattan,Upper West Side,40.78161,-73.97898,Entire home/apt,145,3,22,1,0,0.26992727592975335
857,Manhattan,Hell's Kitchen,40.75643,-73.99046,Entire home/apt,225,7,17,1,365,0.11512849431905472
860,Manhattan,Harlem,40.80491,-73.94866,Private room,160,3,11,3,365,0.3227156581321071
861,Manhattan,Harlem,40.803340000000006,-73.94805,Private room,180,3,16,3,365,0.1915396157731696
862,Manhattan,Inwood,40.87039,-73.91611,Private room,100,1,27,1,364,0.12626948282392148
865,Manhattan,Harlem,40.808820000000004,-73.942,Shared room,150,4,5,1,362,0.317775701782188
867,Manhattan,Upper East Side,40.7685,-73.96034,Private room,120,7,98,1,165,0.16513788692021847
868,Manhattan,Midtown,40.76082,-73.97548,Entire home/apt,250,3,116,1,0,0.07566848443957096
869,Manhattan,Harlem,40.80151,-73.9522,Entire home/apt,175,2,74,1,88,0.22689470760060843
870,Manhattan,Washington Heights,40.834340000000005,-73.94027,Private room,99,3,9,1,179,0.18850358935894737
871,Manhattan,Gramercy,40.73677,-73.98084,Entire home/apt,99,1,132,2,244,0.5955503987739172
875,Manhattan,Financial District,40.70621,-74.01525,Entire home/apt,225,4,31,1,0,0.18427586101116478
876,Manhattan,Nolita,40.72172,-73.99689000000001,Private room,100,5,61,1,103,0.06791493972182296
879,Manhattan,Flatiron District,40.74125,-73.98862,Entire home/apt,350,7,0,1,0,0.06143402195011658
880,Manhattan,Harlem,40.830909999999996,-73.94223000000001,Entire home/apt,135,5,42,1,287,0.07444821499479455
881,Manhattan,Upper West Side,40.7824,-73.98294,Private room,125,1,25,1,365,0.3068096237538653
882,Manhattan,East Village,40.72634,-73.98267,Entire home/apt,225,3,93,1,0,0.5197757375037189
883,Manhattan,Harlem,40.82703,-73.94311,Private room,85,3,6,1,363,0.266401971179605
885,Manhattan,Chelsea,40.75059,-73.99629,Entire home/apt,275,2,47,2,100,0.3089519150780496
886,Manhattan,Lower East Side,40.72123,-73.98996,Private room,90,10,77,1,0,0.24120460009435932
889,Manhattan,Upper East Side,40.76494,-73.95804,Entire home/apt,300,4,23,1,89,0.4297643368315064
890,Manhattan,East Village,40.728120000000004,-73.97966,Entire home/apt,147,2,16,1,0,0.3558283431925164
891,Manhattan,East Village,40.72873,-73.98675,Entire home/apt,300,2,6,1,365,0.39345049275047367
894,Manhattan,SoHo,40.7209,-73.99947,Entire home/apt,225,3,151,1,275,0.24074758412407357
896,Manhattan,Greenwich Village,40.73448,-73.99797,Entire home/apt,145,5,0,1,0,0.31949210022390856
899,Manhattan,East Harlem,40.79477,-73.95045999999999,Private room,100,3,70,1,207,0.49169403109663107
906,Manhattan,Midtown,40.75816,-73.96457,Entire home/apt,275,2,18,1,170,0.3846952909336953
907,Manhattan,East Village,40.73111,-73.98528,Entire home/apt,175,14,1,1,0,0.20579628806820546
910,Manhattan,East Village,40.72978,-73.9793,Private room,102,5,39,2,269,0.2358896531001613
912,Manhattan,Lower East Side,40.71804,-73.98565,Entire home/apt,200,7,5,1,0,0.1540454834341857
913,Manhattan,East Harlem,40.79018,-73.94872,Entire home/apt,199,5,54,1,137,0.11473412031413432
917,Manhattan,Hell's Kitchen,40.7559,-73.99469,Entire home/apt,325,30,18,1,364,0.41594634316002443
918,Manhattan,Theater District,40.75962,-73.9842,Private room,99,1,138,2,364,0.03162709919028215
919,Manhattan,Midtown,40.74406,-73.98273,Entire home/apt,325,2,215,1,262,0.16992013621436472
922,Manhattan,Washington Heights,40.83559,-73.94095,Private room,60,2,13,1,0,0.10084436551147415
923,Manhattan,Upper West Side,40.79234,-73.96481999999999,Entire home/apt,250,1,8,1,0,0.07821613792883851
924,Manhattan,Washington Heights,40.834509999999995,-73.93885,Entire home/apt,265,4,75,2,342,0.18863398516919505
930,Manhattan,West Village,40.73775,-74.00344,Entire home/apt,151,88,19,1,220,0.2365788284820578
932,Manhattan,East Village,40.72507,-73.98861,Private room,110,2,90,1,245,0.21655880564175908
933,Manhattan,Harlem,40.827259999999995,-73.9444,Private room,65,1,18,2,365,0.27550977205320853
934,Manhattan,Tribeca,40.71642,-74.00554,Entire home/apt,595,3,65,1,362,0.33175362751937304
935,Manhattan,Harlem,40.82669,-73.94281,Private room,55,2,7,1,0,0.24272439290854314
937,Manhattan,East Village,40.728,-73.97903000000001,Entire home/apt,350,5,4,1,0,0.39459473376355353
942,Manhattan,Chelsea,40.74572,-73.99965,Entire home/apt,125,9,11,1,0,0.13745303150443725
945,Manhattan,Kips Bay,40.73903,-73.97975,Private room,100,1,1,1,343,0.5858717085460614
950,Manhattan,Harlem,40.8179,-73.94319,Private room,94,1,150,1,79,0.37619001912177985
953,Manhattan,Upper West Side,40.77555,-73.9767,Entire home/apt,250,3,82,1,328,0.024964618448197813
960,Manhattan,Lower East Side,40.71986,-73.9869,Entire home/apt,225,7,15,1,239,0.17250694312234097
962,Manhattan,Harlem,40.81669,-73.94266999999999,Private room,65,1,3,1,0,0.31683874583432864
963,Manhattan,East Village,40.72981,-73.98318,Entire home/apt,90,5,73,2,132,0.1824837331716293
964,Manhattan,Inwood,40.86929,-73.92421,Entire home/apt,120,2,136,1,163,0.3877804330367361
965,Manhattan,Harlem,40.80533,-73.95204,Private room,65,4,109,3,0,0.24135318599446642
966,Manhattan,Chelsea,40.7476,-73.99698000000001,Entire home/apt,139,4,23,1,0,0.2083690307732835
967,Manhattan,West Village,40.73357,-74.00723,Entire home/apt,174,2,299,2,204,0.36563150827864455
968,Manhattan,West Village,40.732040000000005,-74.00189,Entire home/apt,315,3,7,1,0,0.12240072480613787
969,Manhattan,Harlem,40.81713,-73.94216999999999,Private room,75,3,46,1,130,0.3431278818876384
970,Manhattan,East Village,40.72917,-73.98810999999999,Entire home/apt,210,1,179,1,0,0.26863416575058047
971,Manhattan,Upper East Side,40.76719,-73.95303,Entire home/apt,150,2,23,1,0,0.4892104071535603
972,Manhattan,Kips Bay,40.74134,-73.98113000000001,Entire home/apt,129,2,53,1,159,0.32707252034482165
973,Manhattan,Harlem,40.8162,-73.94747,Entire home/apt,100,8,8,1,26,0.18872452526468525
974,Manhattan,Lower East Side,40.717459999999996,-73.98782,Private room,89,5,4,1,0,0.10030974552944487
975,Manhattan,Nolita,40.72355,-73.99479000000001,Entire home/apt,220,3,49,1,74,0.22783266581259978
978,Manhattan,Upper West Side,40.799640000000004,-73.96499,Entire home/apt,150,1,0,2,313,0.28680653537076584
981,Manhattan,Lower East Side,40.721059999999994,-73.98384,Entire home/apt,311,5,36,1,77,0.4304452881712154
983,Manhattan,West Village,40.73123,-74.00591,Private room,100,2,216,1,156,0.33397922735990165
984,Manhattan,Lower East Side,40.72152,-73.99279,Private room,1300,1,0,1,0,0.167319691880156
985,Manhattan,Battery Park City,40.71012,-74.01504,Private room,65,2,8,1,0,0.30716566517715616
